  500   50000
  148     370       6
  285     119      48
  172     339      20
  395     204      33
   27     367      19
   38     169      37
  173     227      35
  242      75      29
  319     285      49
  200     342      11
   87     230      37
  188     403      28
  442     225      30
   93     161      23
   15     370       1
   37     474      12
  323     376      26
  407     402      30
   57     141      12
   61     497      28
  446     194       2
  234     277      12
  129     393      44
   44      81      13
   28     440      14
   53     101      22
  396      66      39
  383     239       1
  453      90      39
  410     398       4
   20     404       4
   33     380      12
  240      30       1
  420     106      29
  437     315      30
  150     144      27
  368       5      28
  240     287      45
  145     104      25
  314     463      30
    7     493      44
   54     303      16
   44     492      26
  394     189      30
  352     388      30
  187       2      30
  332     342      31
