 2000   20000
 1489      65     213
 1699     706     386
 1518     157     441
  375     999      76
  550     885     308
 1053     239     331
 1839    1794     182
 1214     180       5
   46     144      49
   43     237     246
 1580      27     258
  370     286      33
   99    1057     401
  206    1716      70
  242    1367     117
  995    1933     384
  612     710     481
 1217     977     401
  694    1433      35
   12    1932       5
  494     839     261
 1883     468     256
 1481     874     481
  979     522     381
  302    1462     165
  514    1080       2
 1464    1746     334
 1862     864     308
  167     283     346
 1847      43     389
  509     330     259
 1769    1909     428
  196    1516     496
  818    1773      52
 1119     592     428
 1298      18     477
 1838     284     257
 1831     510     253
 1637     217     156
  880    1196     493
  374     515     493
  927    1549     379
 1764     196     151
  182    1326     408
  437    1857     234
  238    1048     364
  605     104     189
 1479    1833     430
  928    1738     340
  284    1325     194
 1462    1305       1
 1622     509     152
 1722     310     389
 1931     547     276
 1024    1912       9
 1123    1818     381
 1929    1861     287
  545    1471     109
 1001    1249     331
  110     107      84
  713    1389     482
  746     313     148
  620     464     338
  418    1371     471
 1422    1702     183
  231    1770     446
 1869     971      44
  496    1407     268
  524    1457     466
   12     157     147
  725     148     219
  287     660      67
  120     105     193
 1715    1708     116
   86     667     217
 1503     426     122
 1024     772     476
  743     705     360
 1433     108     221
  621    1038      34
  812     251     362
  179     826     392
 1605      63     146
 1477      52     178
 1258     917     173
 1878     322     321
   31    1838     274
  561     840     365
 1834     437      22
 1184    1501     292
  970     646     379
 1497     323     109
 1362    1429     351
 1124    1005     232
 1330     935      13
 1560     325     171
 1221     389      30
  884     730     115
  826    1770     268
 1023    1848     176
 1163     180     134
  380    1483     241
  606    1196     266
  996     229      54
  252    1473     408
 1682    1301     181
 1587     827      29
    5     643      19
 1229    1786     326
 1723     901      43
 1110    1947     259
 1904    1710     485
 1449    1180     284
  429    1407     396
 1830    1418     301
 1379    1340     409
  252    1205      86
 1637      40     109
 1895    1086     163
  200     988     459
 1770      55      33
  118    1722       8
  617    1357     158
  321     152      95
  588    1228     221
  390    1073     243
 1273     812     122
 1480    1536     385
  222     502     348
  153     359     366
  346     246      21
    3    1868     168
  535    1692     417
 1992     706     222
  970     519     139
 1113     256     109
 1140     534     259
  572     320     190
  935    1036     432
 1776    1570     499
  204     392     370
  762    1310     352
 1139     424     491
  492    1679     429
  885     905     444
 1060    1848     116
  460     133     179
 1768     429     260
  401     332     110
  398     647       1
  979    1297     455
 1592     348     448
  941     580     498
 1104     612     223
  907    1131     323
 1970    1917      69
  806    1188     469
  622     181     252
  254     163     147
  685    1719     403
 1704     425     479
  698     895     185
  688     261     320
 1933    1834     140
  399     841     429
 1886    1298      59
   82     555     320
  398      73     260
  677    1209     245
 1872     717      81
  958    1525     184
 1837    1588     164
 1425    1742     139
 1543     892     104
  176    1004     116
 1692    1348     307
 1533    1391     396
 1047       2     193
  331    1481     241
  115     844     332
   58    1393     153
  625      31     356
  286     866     319
 1443     393     208
 1067     329     482
  229     990     475
    8    1778     143
 1714    1068     170
  270      54     161
 1074    1319     281
  238    1483      31
 1036     925     184
 1928     569     339
 1194    1085     243
 1165    1916     314
 1924     232     452
  826    1437      22
  953     548      27
  337    1646     475
 1535    1647     402
 1505    1047     368
  548    1623     231
  689    1037     423
 1586    1782     117
  914     103     156
 1588     530     344
 1276       7     471
 1066    1946     176
  720    1511     456
  201     587     352
 1398     596     281
 1003     140      57
 1028      62     383
  122     767     196
 1692     649     215
  860     325     287
 1910     686     348
 1535     582     330
  649     467     239
  431     705     441
  754     808     353
 1949    1169     380
   92    1237     305
   31    1480     230
  150    1362     433
 1361    1643     215
  674    1047     117
 1696     216     229
  878    1544     160
 1728      11     384
  192     611      83
  482    1729     433
  360     707     446
  780     581     115
  430    1034     144
 1998     558     349
  589     203      29
  193    1469     458
 1062     415     297
  292     145     499
  614    1545     279
 1268     591     340
  651     875     281
  887     797      50
 1559     419     429
  893     778     348
 1385    1242     301
  729     362      35
  745      59     278
  604     460     140
  487    1412     348
  577     251     426
  930     792     112
  351    1947     486
  927    1831     371
  494    1355      18
  236     330     100
  519    1702     473
 1344     707     173
 1894     772     416
  769     802     175
 1476    1281     478
  477    1083     391
  551     772      25
  857    1979     256
 1652    1900      64
  589    1715     189
 1855    1965     257
  854      81      61
  777    1004     237
 1800    1963     301
  579     405     361
 1067     777     192
  245     910     211
 1324    1675     289
   86     764     158
 1115     332      17
  941    1574     259
  279     779     115
 1870     213     365
  366    1726     290
  995     857     363
 1356     231     264
  786    1742     167
  978      91     452
 1381    1961     417
 1822    1703     447
 1051     207       9
  607    1514      80
 1522    1706     331
  587     902      20
 1516     492     493
 1127    1582      28
  382     151     385
  171    1285     471
 1900      29     108
  745    1962      43
 1614    1680     275
  650     635     383
